endpoint,group,invariant,invariantType,variables,postmanAssertion,pptname
get+projects_{id}_issues_{issue_iid}_related_merge_requests,assignee.state,"return.assignee.state one of { ""active"", ""blocked"" }",daikon.inv.unary.string.OneOfString,(return.assignee.state),"pm.expect([""active"", ""blocked""].includes(return_assignee_state)).to.be.true",/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
get+projects_{id}_issues_{issue_iid}_related_merge_requests,assignee.web_url,"return.assignee.web_url is Url
return.assignee.username is a substring of return.assignee.web_url","daikon.inv.unary.string.IsUrl
daikon.inv.binary.twoString.StdString$SubString","(return.assignee.web_url)
(return.assignee.web_url, return.assignee.username)","pm.expect(return_assignee_web_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)
pm.expect(return_assignee_web_url.includes(return_assignee_username)).to.be.true","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,author.avatar_url,return.author.avatar_url is Url,daikon.inv.unary.string.IsUrl,(return.author.avatar_url),"pm.expect(return_author_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
get+projects_{id}_issues_{issue_iid}_related_merge_requests,author.id,"return.author.id < return.head_pipeline.id
return.author.id < return.id
return.author.id < return.pipeline.id","daikon.inv.binary.twoScalar.IntLessThan
daikon.inv.binary.twoScalar.IntLessThan
daikon.inv.binary.twoScalar.IntLessThan","(return.author.id, return.head_pipeline.id)
(return.author.id, return.id)
(return.author.id, return.pipeline.id)","pm.expect(return_author_id).to.be.lessThan(return_head_pipeline_id)
pm.expect(return_author_id).to.be.lessThan(return_id)
pm.expect(return_author_id).to.be.lessThan(return_pipeline_id)","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,author.state,"return.author.state one of { ""active"", ""blocked"" }",daikon.inv.unary.string.OneOfString,(return.author.state),"pm.expect([""active"", ""blocked""].includes(return_author_state)).to.be.true",/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
get+projects_{id}_issues_{issue_iid}_related_merge_requests,author.web_url,"return.author.web_url is Url
return.author.username is a substring of return.author.web_url","daikon.inv.unary.string.IsUrl
daikon.inv.binary.twoString.StdString$SubString","(return.author.web_url)
(return.author.web_url, return.author.username)","pm.expect(return_author_web_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)
pm.expect(return_author_web_url.includes(return_author_username)).to.be.true","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,closed_at,"LENGTH(return.closed_at)==24
return.closed_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.closed_at)
(return.closed_at)","pm.expect(return_closed_at).to.have.length(24)
pm.expect(return_closed_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","pm.expect(return_created_at).to.have.length(24)
pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,diff_refs.base_sha,LENGTH(return.diff_refs.base_sha)==40,daikon.inv.unary.string.FixedLengthString,(return.diff_refs.base_sha),pm.expect(return_diff_refs_base_sha).to.have.length(40),/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
get+projects_{id}_issues_{issue_iid}_related_merge_requests,diff_refs.head_sha,"return.diff_refs.head_sha == return.sha
LENGTH(return.diff_refs.head_sha)==40","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.FixedLengthString","(return.diff_refs.head_sha, return.sha)
(return.diff_refs.head_sha)","pm.expect(return_diff_refs_head_sha).to.eql(return_sha)
pm.expect(return_diff_refs_head_sha).to.have.length(40)","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,diff_refs.start_sha,LENGTH(return.diff_refs.start_sha)==40,daikon.inv.unary.string.FixedLengthString,(return.diff_refs.start_sha),pm.expect(return_diff_refs_start_sha).to.have.length(40),/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
get+projects_{id}_issues_{issue_iid}_related_merge_requests,downvotes,"return.downvotes == return.time_stats.time_estimate
return.downvotes == 0
return.downvotes <= return.head_pipeline.duration
return.downvotes <= return.task_completion_status.count
return.downvotes <= return.task_completion_status.completed_count
return.downvotes <= return.time_stats.total_time_spent
return.downvotes <= return.upvotes
return.downvotes <= return.user_notes_count","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.downvotes, return.time_stats.time_estimate)
(return.downvotes)
(return.downvotes, return.head_pipeline.duration)
(return.downvotes, return.task_completion_status.count)
(return.downvotes, return.task_completion_status.completed_count)
(return.downvotes, return.time_stats.total_time_spent)
(return.downvotes, return.upvotes)
(return.downvotes, return.user_notes_count)","pm.expect(return_downvotes).to.eql(return_time_stats_time_estimate)
pm.expect([0].includes(return_downvotes)).to.be.true
pm.expect(return_downvotes).to.be.lte(return_head_pipeline_duration)
pm.expect(return_downvotes).to.be.lte(return_task_completion_status_count)
pm.expect(return_downvotes).to.be.lte(return_task_completion_status_completed_count)
pm.expect(return_downvotes).to.be.lte(return_time_stats_total_time_spent)
pm.expect(return_downvotes).to.be.lte(return_upvotes)
pm.expect(return_downvotes).to.be.lte(return_user_notes_count)","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,first_deployed_to_production_at,"LENGTH(return.first_deployed_to_production_at)==24
return.first_deployed_to_production_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.first_deployed_to_production_at)
(return.first_deployed_to_production_at)","pm.expect(return_first_deployed_to_production_at).to.have.length(24)
pm.expect(return_first_deployed_to_production_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.before_sha,LENGTH(return.head_pipeline.before_sha)==40,daikon.inv.unary.string.FixedLengthString,(return.head_pipeline.before_sha),pm.expect(return_head_pipeline_before_sha).to.have.length(40),/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.coverage,return.head_pipeline.coverage is Numeric,daikon.inv.unary.string.IsNumeric,(return.head_pipeline.coverage),"pm.expect(return_head_pipeline_coverage).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.created_at,"LENGTH(return.head_pipeline.created_at)==24
return.head_pipeline.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.head_pipeline.created_at)
(return.head_pipeline.created_at)","pm.expect(return_head_pipeline_created_at).to.have.length(24)
pm.expect(return_head_pipeline_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.detailed_status.details_path,return.head_pipeline.detailed_status.details_path is a substring of return.head_pipeline.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.head_pipeline.detailed_status.details_path, return.head_pipeline.web_url)",pm.expect(return_head_pipeline_web_url.includes(return_head_pipeline_detailed_status_details_path)).to.be.true,/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.detailed_status.favicon,return.head_pipeline.status is a substring of return.head_pipeline.detailed_status.favicon,daikon.inv.binary.twoString.StdString$SubString,"(return.head_pipeline.detailed_status.favicon, return.head_pipeline.status)",pm.expect(return_head_pipeline_detailed_status_favicon.includes(return_head_pipeline_status)).to.be.true,/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.detailed_status.group,return.head_pipeline.status is a substring of return.head_pipeline.detailed_status.group,daikon.inv.binary.twoString.StdString$SubString,"(return.head_pipeline.detailed_status.group, return.head_pipeline.status)",pm.expect(return_head_pipeline_detailed_status_group.includes(return_head_pipeline_status)).to.be.true,/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.detailed_status.has_details,return.head_pipeline.detailed_status.has_details == true,daikon.inv.unary.scalar.OneOfScalar,(return.head_pipeline.detailed_status.has_details),pm.expect(return_head_pipeline_detailed_status_has_details).to.eql(true),/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.detailed_status.label,return.head_pipeline.detailed_status.tooltip is a substring of return.head_pipeline.detailed_status.label,daikon.inv.binary.twoString.StdString$SubString,"(return.head_pipeline.detailed_status.label, return.head_pipeline.detailed_status.tooltip)",pm.expect(return_head_pipeline_detailed_status_label.includes(return_head_pipeline_detailed_status_tooltip)).to.be.true,/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.duration,"return.head_pipeline.duration >= 0
return.head_pipeline.duration < return.milestone.id
return.head_pipeline.duration < return.milestone.project_id
return.head_pipeline.duration < return.project_id
return.head_pipeline.duration < return.source_project_id
return.head_pipeline.duration >= return.task_completion_status.count
return.head_pipeline.duration >= return.task_completion_status.completed_count
return.head_pipeline.duration >= return.time_stats.total_time_spent
return.head_pipeline.duration >= return.upvotes","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntLessThan
daikon.inv.binary.twoScalar.IntLessThan
daikon.inv.binary.twoScalar.IntLessThan
daikon.inv.binary.twoScalar.IntLessThan
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.head_pipeline.duration)
(return.head_pipeline.duration, return.milestone.id)
(return.head_pipeline.duration, return.milestone.project_id)
(return.head_pipeline.duration, return.project_id)
(return.head_pipeline.duration, return.source_project_id)
(return.head_pipeline.duration, return.task_completion_status.count)
(return.head_pipeline.duration, return.task_completion_status.completed_count)
(return.head_pipeline.duration, return.time_stats.total_time_spent)
(return.head_pipeline.duration, return.upvotes)","pm.expect(return_head_pipeline_duration).to.be.at.least(0)
pm.expect(return_head_pipeline_duration).to.be.lessThan(return_milestone_id)
pm.expect(return_head_pipeline_duration).to.be.lessThan(return_milestone_project_id)
pm.expect(return_head_pipeline_duration).to.be.lessThan(return_project_id)
pm.expect(return_head_pipeline_duration).to.be.lessThan(return_source_project_id)
pm.expect(return_head_pipeline_duration).to.be.at.least(return_task_completion_status_count)
pm.expect(return_head_pipeline_duration).to.be.at.least(return_task_completion_status_completed_count)
pm.expect(return_head_pipeline_duration).to.be.at.least(return_time_stats_total_time_spent)
pm.expect(return_head_pipeline_duration).to.be.at.least(return_upvotes)","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.finished_at,"LENGTH(return.head_pipeline.finished_at)==24
return.head_pipeline.finished_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.head_pipeline.finished_at)
(return.head_pipeline.finished_at)","pm.expect(return_head_pipeline_finished_at).to.have.length(24)
pm.expect(return_head_pipeline_finished_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.id,"input.issue_iid < return.head_pipeline.id
return.head_pipeline.id > return.head_pipeline.user.id
return.head_pipeline.id > return.id
return.head_pipeline.id > return.milestone.id
return.head_pipeline.id >= return.pipeline.id","daikon.inv.binary.twoScalar.IntLessThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterEqual","(input.issue_iid, return.head_pipeline.id)
(return.head_pipeline.id, return.head_pipeline.user.id)
(return.head_pipeline.id, return.id)
(return.head_pipeline.id, return.milestone.id)
(return.head_pipeline.id, return.pipeline.id)","pm.expect(input_issue_iid).to.be.lessThan(return_head_pipeline_id)
pm.expect(return_head_pipeline_id).to.be.greaterThan(return_head_pipeline_user_id)
pm.expect(return_head_pipeline_id).to.be.greaterThan(return_id)
pm.expect(return_head_pipeline_id).to.be.greaterThan(return_milestone_id)
pm.expect(return_head_pipeline_id).to.be.at.least(return_pipeline_id)","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.sha,LENGTH(return.head_pipeline.sha)==40,daikon.inv.unary.string.FixedLengthString,(return.head_pipeline.sha),pm.expect(return_head_pipeline_sha).to.have.length(40),/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.started_at,"LENGTH(return.head_pipeline.started_at)==24
return.head_pipeline.started_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.head_pipeline.started_at)
(return.head_pipeline.started_at)","pm.expect(return_head_pipeline_started_at).to.have.length(24)
pm.expect(return_head_pipeline_started_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.tag,"return.head_pipeline.tag == return.user.can_merge
return.head_pipeline.tag == false","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(return.head_pipeline.tag, return.user.can_merge)
(return.head_pipeline.tag)","pm.expect(return_head_pipeline_tag).to.eql(return_user_can_merge)
pm.expect(return_head_pipeline_tag).to.eql(false)","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,head_pipeline.updated_at,"LENGTH(return.head_pipeline.updated_at)==24
return.head_pipeline.updated_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.head_pipeline.updated_at)
(return.head_pipeline.updated_at)","pm.expect(return_head_pipeline_updated_at).to.have.length(24)
pm.expect(return_head_pipeline_updated_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT
/projects/{id}/issues/{issue_iid}/related_merge_requests&/projects/{id}/issues/{issue_iid}/related_merge_requests&get&200():::EXIT"
